メーカー名,製品カテゴリー,ブランド名,シリーズ名,個別の型番,全表記型番,分類キャッチコピー,Copilot+ PC,日本製,ユニークセリングポイント (USP),USPコサイン類似度スコア,OS,付属Office,ディスプレイ,CPUプロセッサー,NPU性能(TOPS),GPU,メモリ,ストレージ(SSD),通信,インターフェース,動画再生時間(時間),アイドル時間(時間),幅(mm),奥行(mm),高さ(mm),本体質量(g),おもなおすすめ機能
VAIO,ノートパソコン,VAIO,VAIO F16,VJF16297103S,VAIO F16; VJF16295104L; VJF16295105N; VJF16297101L; VJF16297102N; VJF16297103S,スタンダード大画面ノート,いいえ,いいえ,スタンダード大画面ノート (16.0型ワイド),1.0,['Windows 11 Home 64ビット'],Office Home & Business 2024,16.0型ワイド WUXGA 1920×1200ピクセル アンチグレア,,,,16GB (増設不可),スタンダードSSD (NVMe 暗号化機能付き) 512GB,"{'wifi': 'IEEE 802.11a/b/g/n/ac/ax準拠, Wi-Fi 6E適合, WPA3対応', 'bluetooth': 'Bluetooth® 5.3準拠'}","USB Type-C×2 (USB Power Delivery, USB 3.1, DisplayPort 1.4) / USB 3.0×2 / HDMI (出力)×1",約6.0時間,約11.5時間,358.3,255.6,16.6,,
VAIO,ノートパソコン,VAIO,VAIO F14,VAIO F14,VAIO F14; VJF14295110L; VJF14295111N; VJF14295112S; VJF14297107L; VJF14297108N; VJF14297109S,スタンダード大画面モバイル,いいえ,いいえ,スタンダード大画面モバイル (14.0型ワイド),1.0,['Windows 11 Home 64ビット'],Microsoft 365 Personal (24か月版) / Office Home & Business 2024,14.0型ワイド Full HD 1920×1080ピクセル アンチグレア,,,,16GB (増設不可),スタンダードSSD (NVMe 暗号化機能付き) 512GB,"{'wifi': 'IEEE 802.11a/b/g/n/ac/ax準拠, Wi-Fi 6E適合, WPA3対応', 'bluetooth': 'Bluetooth® 5.3準拠'}","USB Type-C×2 (USB Power Delivery, USB 3.1, DisplayPort 1.4) / USB 3.0×2 / HDMI (出力)×1",約7.7時間,約12.5時間,322.9,221.5,19.5,,
VAIO,ノートパソコン,VAIO,VAIO F14,VJF14295110L,VAIO F14; VJF14295110L; VJF14295111N; VJF14295112S; VJF14297107L; VJF14297108N; VJF14297109S,スタンダード大画面モバイル,いいえ,いいえ,スタンダード大画面モバイル (14.0型ワイド),1.0,['Windows 11 Home 64ビット'],Microsoft 365 Personal (24か月版) / Office Home & Business 2024,14.0型ワイド Full HD 1920×1080ピクセル アンチグレア,,,,16GB (増設不可),スタンダードSSD (NVMe 暗号化機能付き) 512GB,"{'wifi': 'IEEE 802.11a/b/g/n/ac/ax準拠, Wi-Fi 6E適合, WPA3対応', 'bluetooth': 'Bluetooth® 5.3準拠'}","USB Type-C×2 (USB Power Delivery, USB 3.1, DisplayPort 1.4) / USB 3.0×2 / HDMI (出力)×1",約7.7時間,約12.5時間,322.9,221.5,19.5,,
VAIO,ノートパソコン,VAIO,VAIO F14,VJF14295111N,VAIO F14; VJF14295110L; VJF14295111N; VJF14295112S; VJF14297107L; VJF14297108N; VJF14297109S,スタンダード大画面モバイル,いいえ,いいえ,スタンダード大画面モバイル (14.0型ワイド),1.0,['Windows 11 Home 64ビット'],Microsoft 365 Personal (24か月版) / Office Home & Business 2024,14.0型ワイド Full HD 1920×1080ピクセル アンチグレア,,,,16GB (増設不可),スタンダードSSD (NVMe 暗号化機能付き) 512GB,"{'wifi': 'IEEE 802.11a/b/g/n/ac/ax準拠, Wi-Fi 6E適合, WPA3対応', 'bluetooth': 'Bluetooth® 5.3準拠'}","USB Type-C×2 (USB Power Delivery, USB 3.1, DisplayPort 1.4) / USB 3.0×2 / HDMI (出力)×1",約7.7時間,約12.5時間,322.9,221.5,19.5,,
VAIO,ノートパソコン,VAIO,VAIO F14,VJF14295112S,VAIO F14; VJF14295110L; VJF14295111N; VJF14295112S; VJF14297107L; VJF14297108N; VJF14297109S,スタンダード大画面モバイル,いいえ,いいえ,スタンダード大画面モバイル (14.0型ワイド),1.0,['Windows 11 Home 64ビット'],Microsoft 365 Personal (24か月版) / Office Home & Business 2024,14.0型ワイド Full HD 1920×1080ピクセル アンチグレア,,,,16GB (増設不可),スタンダードSSD (NVMe 暗号化機能付き) 512GB,"{'wifi': 'IEEE 802.11a/b/g/n/ac/ax準拠, Wi-Fi 6E適合, WPA3対応', 'bluetooth': 'Bluetooth® 5.3準拠'}","USB Type-C×2 (USB Power Delivery, USB 3.1, DisplayPort 1.4) / USB 3.0×2 / HDMI (出力)×1",約7.7時間,約12.5時間,322.9,221.5,19.5,,
VAIO,ノートパソコン,VAIO,VAIO F14,VJF14297107L,VAIO F14; VJF14295110L; VJF14295111N; VJF14295112S; VJF14297107L; VJF14297108N; VJF14297109S,スタンダード大画面モバイル,いいえ,いいえ,スタンダード大画面モバイル (14.0型ワイド),1.0,['Windows 11 Home 64ビット'],Microsoft 365 Personal (24か月版) / Office Home & Business 2024,14.0型ワイド Full HD 1920×1080ピクセル アンチグレア,,,,16GB (増設不可),スタンダードSSD (NVMe 暗号化機能付き) 512GB,"{'wifi': 'IEEE 802.11a/b/g/n/ac/ax準拠, Wi-Fi 6E適合, WPA3対応', 'bluetooth': 'Bluetooth® 5.3準拠'}","USB Type-C×2 (USB Power Delivery, USB 3.1, DisplayPort 1.4) / USB 3.0×2 / HDMI (出力)×1",約7.7時間,約12.5時間,322.9,221.5,19.5,,
VAIO,ノートパソコン,VAIO,VAIO F14,VJF14297108N,VAIO F14; VJF14295110L; VJF14295111N; VJF14295112S; VJF14297107L; VJF14297108N; VJF14297109S,スタンダード大画面モバイル,いいえ,いいえ,スタンダード大画面モバイル (14.0型ワイド),1.0,['Windows 11 Home 64ビット'],Microsoft 365 Personal (24か月版) / Office Home & Business 2024,14.0型ワイド Full HD 1920×1080ピクセル アンチグレア,,,,16GB (増設不可),スタンダードSSD (NVMe 暗号化機能付き) 512GB,"{'wifi': 'IEEE 802.11a/b/g/n/ac/ax準拠, Wi-Fi 6E適合, WPA3対応', 'bluetooth': 'Bluetooth® 5.3準拠'}","USB Type-C×2 (USB Power Delivery, USB 3.1, DisplayPort 1.4) / USB 3.0×2 / HDMI (出力)×1",約7.7時間,約12.5時間,322.9,221.5,19.5,,
VAIO,ノートパソコン,VAIO,VAIO F14,VJF14297109S,VAIO F14; VJF14295110L; VJF14295111N; VJF14295112S; VJF14297107L; VJF14297108N; VJF14297109S,スタンダード大画面モバイル,いいえ,いいえ,スタンダード大画面モバイル (14.0型ワイド),1.0,['Windows 11 Home 64ビット'],Microsoft 365 Personal (24か月版) / Office Home & Business 2024,14.0型ワイド Full HD 1920×1080ピクセル アンチグレア,,,,16GB (増設不可),スタンダードSSD (NVMe 暗号化機能付き) 512GB,"{'wifi': 'IEEE 802.11a/b/g/n/ac/ax準拠, Wi-Fi 6E適合, WPA3対応', 'bluetooth': 'Bluetooth® 5.3準拠'}","USB Type-C×2 (USB Power Delivery, USB 3.1, DisplayPort 1.4) / USB 3.0×2 / HDMI (出力)×1",約7.7時間,約12.5時間,322.9,221.5,19.5,,
富士通,ノートパソコン,FMV,Note U (UA-K1),FMVUASK1BA,FMVUASK1BA; FMVUX5K3BA; U59-L1; UA-K1; UQ-L1; UX-K3,タッチ対応モバイルノート,はい,はい,ハイスペックCopilot+ PC (最大47TOPS / 動画再生約15.5時間・アイドル約36.0時間 / 約848g) | 長時間駆動モバイルノート (14.0型 Snapdragon X搭載) Copilot+ PC対応 | タッチ対応モバイルノート (14.0型 Intel Core Ultra 5搭載) Copilot+ PC対応 | 世界最軽量モバイルノート 約634g | ハイスペックモバイルノート (14.0型 Intel Core Ultra 7搭載) Copilot+ PC対応,"0.258, 0.219, 0.0, 0.313, 0.619, 0.229, 0.604, 0.21, 0.852, 0.212",Windows 11 Home,Microsoft 365 Basic + Office Home & Business 2024,14.0型ワイド (狭額縁) 1920×1200ドット (WUXGA) ノングレア液晶 (高輝度・高色純度・広視野角),インテル® Core™ Ultra 7 プロセッサー 258V (Pコア最大4.8GHz / 低消費電力Eコア最大3.7GHz),インテル® AI Boost (最大47TOPS),インテル® Arc™ グラフィックス 140V,"32GB (LPDDR5X-8533, 増設・交換不可)",約512GB SSD (PCIe Gen4),"Wi-Fi 7 (5.76Gbps対応), Bluetooth®","Thunderbolt™ 4 USB4 (Gen3)×2 (USB Power Delivery対応, DisplayPort Alt Mode対応) / USB 3.2 (Gen1)×2 (うち1つは電源オフUSB充電機能付) / HDMI出力端子×1 / microSDメモリーカードスロット",15.5,36,308.8,209,15.8,848,"ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Basic + Office Home & Business 2024"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 258V"", ""npu"": ""インテル® AI Boost (最大47TOPS)"", ""memory"": ""32GB LPDDR5X-8533"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約15.5時間 / アイドル時:約36.0時間"", ""weight"": ""約848g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Personal (24か月版) / Office Home & Business 2024 オプション付"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 255U"", ""npu"": ""インテル® AI Boost (最大12TOPS)"", ""memory"": ""16GB LPDDR5X-8400"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約7.0時間 / アイドル時:約18.0時間"", ""weight"": ""約634g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Basic + Office Home & Business 2024"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 258V"", ""npu"": ""インテル® AI Boost (最大47TOPS)"", ""memory"": ""32GB LPDDR5X-8533"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約15.5時間 / アイドル時:約36.0時間"", ""weight"": ""約848g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Personal (24か月版) / Office Home & Business 2024 オプション付"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 255U"", ""npu"": ""インテル® AI Boost (最大12TOPS)"", ""memory"": ""16GB LPDDR5X-8400"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約7.0時間 / アイドル時:約18.0時間"", ""weight"": ""約634g""}"
富士通,ノートパソコン,FMV,Note U (UA-K1),FMVUX5K3BA,FMVUASK1BA; FMVUX5K3BA; U59-L1; UA-K1; UQ-L1; UX-K3,タッチ対応モバイルノート,はい,はい,ハイスペックCopilot+ PC (最大47TOPS / 動画再生約15.5時間・アイドル約36.0時間 / 約848g) | 長時間駆動モバイルノート (14.0型 Snapdragon X搭載) Copilot+ PC対応 | タッチ対応モバイルノート (14.0型 Intel Core Ultra 5搭載) Copilot+ PC対応 | 世界最軽量モバイルノート 約634g | ハイスペックモバイルノート (14.0型 Intel Core Ultra 7搭載) Copilot+ PC対応,"0.258, 0.219, 0.0, 0.313, 0.619, 0.229, 0.604, 0.21, 0.852, 0.212",Windows 11 Home,Microsoft 365 Basic + Office Home & Business 2024,14.0型ワイド (狭額縁) 1920×1200ドット (WUXGA) ノングレア液晶 (高輝度・高色純度・広視野角),インテル® Core™ Ultra 7 プロセッサー 258V (Pコア最大4.8GHz / 低消費電力Eコア最大3.7GHz),インテル® AI Boost (最大47TOPS),インテル® Arc™ グラフィックス 140V,"32GB (LPDDR5X-8533, 増設・交換不可)",約512GB SSD (PCIe Gen4),"Wi-Fi 7 (5.76Gbps対応), Bluetooth®","Thunderbolt™ 4 USB4 (Gen3)×2 (USB Power Delivery対応, DisplayPort Alt Mode対応) / USB 3.2 (Gen1)×2 (うち1つは電源オフUSB充電機能付) / HDMI出力端子×1 / microSDメモリーカードスロット",15.5,36,308.8,209,15.8,848,"ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Basic + Office Home & Business 2024"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 258V"", ""npu"": ""インテル® AI Boost (最大47TOPS)"", ""memory"": ""32GB LPDDR5X-8533"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約15.5時間 / アイドル時:約36.0時間"", ""weight"": ""約848g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Personal (24か月版) / Office Home & Business 2024 オプション付"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 255U"", ""npu"": ""インテル® AI Boost (最大12TOPS)"", ""memory"": ""16GB LPDDR5X-8400"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約7.0時間 / アイドル時:約18.0時間"", ""weight"": ""約634g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Basic + Office Home & Business 2024"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 258V"", ""npu"": ""インテル® AI Boost (最大47TOPS)"", ""memory"": ""32GB LPDDR5X-8533"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約15.5時間 / アイドル時:約36.0時間"", ""weight"": ""約848g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Personal (24か月版) / Office Home & Business 2024 オプション付"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 255U"", ""npu"": ""インテル® AI Boost (最大12TOPS)"", ""memory"": ""16GB LPDDR5X-8400"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約7.0時間 / アイドル時:約18.0時間"", ""weight"": ""約634g""}"
富士通,ノートパソコン,FMV,Note U (UA-K1),U59-L1,FMVUASK1BA; FMVUX5K3BA; U59-L1; UA-K1; UQ-L1; UX-K3,タッチ対応モバイルノート,はい,はい,ハイスペックCopilot+ PC (最大47TOPS / 動画再生約15.5時間・アイドル約36.0時間 / 約848g) | 長時間駆動モバイルノート (14.0型 Snapdragon X搭載) Copilot+ PC対応 | タッチ対応モバイルノート (14.0型 Intel Core Ultra 5搭載) Copilot+ PC対応 | 世界最軽量モバイルノート 約634g | ハイスペックモバイルノート (14.0型 Intel Core Ultra 7搭載) Copilot+ PC対応,"0.258, 0.219, 0.0, 0.313, 0.619, 0.229, 0.604, 0.21, 0.852, 0.212",Windows 11 Home,Microsoft 365 Basic + Office Home & Business 2024,14.0型ワイド (狭額縁) 1920×1200ドット (WUXGA) ノングレア液晶 (高輝度・高色純度・広視野角),インテル® Core™ Ultra 7 プロセッサー 258V (Pコア最大4.8GHz / 低消費電力Eコア最大3.7GHz),インテル® AI Boost (最大47TOPS),インテル® Arc™ グラフィックス 140V,"32GB (LPDDR5X-8533, 増設・交換不可)",約512GB SSD (PCIe Gen4),"Wi-Fi 7 (5.76Gbps対応), Bluetooth®","Thunderbolt™ 4 USB4 (Gen3)×2 (USB Power Delivery対応, DisplayPort Alt Mode対応) / USB 3.2 (Gen1)×2 (うち1つは電源オフUSB充電機能付) / HDMI出力端子×1 / microSDメモリーカードスロット",15.5,36,308.8,209,15.8,848,"ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Basic + Office Home & Business 2024"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 258V"", ""npu"": ""インテル® AI Boost (最大47TOPS)"", ""memory"": ""32GB LPDDR5X-8533"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約15.5時間 / アイドル時:約36.0時間"", ""weight"": ""約848g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Personal (24か月版) / Office Home & Business 2024 オプション付"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 255U"", ""npu"": ""インテル® AI Boost (最大12TOPS)"", ""memory"": ""16GB LPDDR5X-8400"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約7.0時間 / アイドル時:約18.0時間"", ""weight"": ""約634g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Basic + Office Home & Business 2024"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 258V"", ""npu"": ""インテル® AI Boost (最大47TOPS)"", ""memory"": ""32GB LPDDR5X-8533"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約15.5時間 / アイドル時:約36.0時間"", ""weight"": ""約848g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Personal (24か月版) / Office Home & Business 2024 オプション付"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 255U"", ""npu"": ""インテル® AI Boost (最大12TOPS)"", ""memory"": ""16GB LPDDR5X-8400"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約7.0時間 / アイドル時:約18.0時間"", ""weight"": ""約634g""}"
富士通,ノートパソコン,FMV,Note U (UA-K1),UA-K1,FMVUASK1BA; FMVUX5K3BA; U59-L1; UA-K1; UQ-L1; UX-K3,タッチ対応モバイルノート,はい,はい,ハイスペックCopilot+ PC (最大47TOPS / 動画再生約15.5時間・アイドル約36.0時間 / 約848g) | 長時間駆動モバイルノート (14.0型 Snapdragon X搭載) Copilot+ PC対応 | タッチ対応モバイルノート (14.0型 Intel Core Ultra 5搭載) Copilot+ PC対応 | 世界最軽量モバイルノート 約634g | ハイスペックモバイルノート (14.0型 Intel Core Ultra 7搭載) Copilot+ PC対応,"0.258, 0.219, 0.0, 0.313, 0.619, 0.229, 0.604, 0.21, 0.852, 0.212",Windows 11 Home,Microsoft 365 Basic + Office Home & Business 2024,14.0型ワイド (狭額縁) 1920×1200ドット (WUXGA) ノングレア液晶 (高輝度・高色純度・広視野角),インテル® Core™ Ultra 7 プロセッサー 258V (Pコア最大4.8GHz / 低消費電力Eコア最大3.7GHz),インテル® AI Boost (最大47TOPS),インテル® Arc™ グラフィックス 140V,"32GB (LPDDR5X-8533, 増設・交換不可)",約512GB SSD (PCIe Gen4),"Wi-Fi 7 (5.76Gbps対応), Bluetooth®","Thunderbolt™ 4 USB4 (Gen3)×2 (USB Power Delivery対応, DisplayPort Alt Mode対応) / USB 3.2 (Gen1)×2 (うち1つは電源オフUSB充電機能付) / HDMI出力端子×1 / microSDメモリーカードスロット",15.5,36,308.8,209,15.8,848,"ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / ライブキャプション / Windows 検索の改善 / リスタイルイメージ / 写真の超解像度 / Click to Do (プレビュー) / コクリエーター / 生成フィル / リコール (プレビュー) / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Basic + Office Home & Business 2024"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 258V"", ""npu"": ""インテル® AI Boost (最大47TOPS)"", ""memory"": ""32GB LPDDR5X-8533"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約15.5時間 / アイドル時:約36.0時間"", ""weight"": ""約848g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Personal (24か月版) / Office Home & Business 2024 オプション付"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 255U"", ""npu"": ""インテル® AI Boost (最大12TOPS)"", ""memory"": ""16GB LPDDR5X-8400"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約7.0時間 / アイドル時:約18.0時間"", ""weight"": ""約634g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Basic + Office Home & Business 2024"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 258V"", ""npu"": ""インテル® AI Boost (最大47TOPS)"", ""memory"": ""32GB LPDDR5X-8533"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約15.5時間 / アイドル時:約36.0時間"", ""weight"": ""約848g""} / {""os"": ""Windows 11 Home"", ""office"": ""Microsoft 365 Personal (24か月版) / Office Home & Business 2024 オプション付"", ""display"": ""14.0型ワイド WUXGA"", ""cpu"": ""インテル® Core™ Ultra 7 プロセッサー 255U"", ""npu"": ""インテル® AI Boost (最大12TOPS)"", ""memory"": ""16GB LPDDR5X-8400"", ""ssd"": ""約512GB"", ""wireless"": ""Wi-Fi 7"", ""battery_life"": ""動画再生時:約7.0時間 / アイドル時:約18.0時間"", ""weight"": ""約634g""}"
